author_first,author_unit_first,unit_city_code,city_unitn,city_units,class_num,class_num_num,coauthor,mag_classn,mag_classn_num,ym,author_first0
张卫国,,3701.0,2.0,山东社会科学院;山东大学;;,F;D;H;,3, 任燕燕; 花小安;;,经济与管理;经济与管理;,1,2011-08-01;2008-02-01;,张卫国
张卫国,,5000.0,2.0,重庆大学;西南大学;;,F;F;F;F;F;F;,1, 梁小翠; 陆静; 罗超平; 李海明;,经济与管理;经济与管理;,1,2011-07-01;2015-08-01;,张卫国
张卫平,复旦大学;,3100.0,1.0,复旦大学;,F;F;,1, 李天栋;,经济与管理;,1,2012-04-01;,张卫平
张卫平,北京大学;,1100.0,1.0,北京大学;,F;F;,1,,经济与管理;,1,2007-07-01;,张卫平
张同龙,华南农业大学;,4401.0,1.0,华南农业大学;,D;,1, 张林秀;,经济与管理;,1,2017-01-01;,张同龙
张同龙,天津师范大学;,1200.0,1.0,天津师范大学;,F;,1,,经济与管理;,1,2008-01-01;,张同龙
张宁,清华大学;,1100.0,1.0,清华大学;,F;,1, 胡鞍钢; 郑京海;,经济与管理;,1,2006-07-01;,张宁
张宁,中山大学;,4401.0,1.0,中山大学;,F;F;,1,,经济与管理;,1,2005-06-01;,张宁
张宇,中国人民大学;,1100.0,1.0,中国人民大学;,F;F;F;,1,,经济与管理;经济与管理;,1,2017-05-01;2016-06-01;,张宇
张宇,南开大学;,1200.0,1.0,南开大学;,F;F;F;F;F;F;F;F;F;,1, 蒋殿春;,经济与管理;经济与管理;经济与管理;,1,2014-04-01;2010-07-01;2013-06-01;,张宇
张峰,中国特色社会主义经济建设协同创新中心;,1100.0,1.0,中国特色社会主义经济建设协同创新中心;,D;,1, 黄玖立; 禹航;,经济与管理;,1,2017-04-01;,张峰
张峰,南开大学;,1200.0,1.0,南开大学;,F;D;,2, 黄玖立; 王睿;,经济与管理;,1,2016-02-01;,张峰
张平,中国社会科学院;,1100.0,1.0,中国社会科学院;,F;F;,1, 郭冠清;,经济与管理;经济与管理;,1,2016-08-01;2006-02-01;,张平
张平,复旦大学;,3100.0,1.0,复旦大学;,F;F;D;F;F;,2, 侯一麟; 赵国昌; 罗知;,经济与管理;经济与管理;,1,2016-12-01;2012-01-01;,张平
张庆君,中国社会科学院;,1100.0,1.0,中国社会科学院;,F;F;,1, 何德旭;,经济与管理;,1,2013-06-01;,张庆君
张庆君,天津财经大学;,1200.0,1.0,天津财经大学;,F;F;,1, 刘靖;,经济与管理;,1,2017-07-01;,张庆君
张建军,中国人民银行;,1100.0,1.0,中国人民银行;,F;,1,,经济与管理;,1,2001-09-01;,张建军
张建军,华中科技大学;,4201.0,1.0,华中科技大学;,D;,1,,经济与管理;,1,2017-03-01;,张建军
张强,云南财经大学;,5301.0,1.0,云南财经大学;,F;,1, 李颖异;,经济与管理;,1,2015-10-01;,张强
张强,,1100.0,2.0,中国人民银行;中国人民大学;;,F;F;F;,1, 刘西顺; 王伟; 卢荻;,经济与管理;经济与管理;,1,2002-11-01;2011-04-01;,张强
张强,湖南大学;,4301.0,1.0,湖南大学;,F;F;F;,1, 武次冰; 刘彦; 付强;,经济与管理;经济与管理;经济与管理;,1,2010-04-01;2005-09-01;2002-05-01;,张强
张惠,华南师范大学;,4401.0,1.0,华南师范大学;,D;,1,,经济与管理;,1,2015-06-01;,张惠
张惠,南京财经大学;,3201.0,1.0,南京财经大学;,F;,1, 陆岷峰;,经济与管理;,1,2010-12-01;,张惠
张晏,北京大学;,1100.0,1.0,北京大学;,F;,1, 龚六堂;,经济与管理;,1,2004-07-01;,张晏
张晏,复旦大学;,3100.0,1.0,复旦大学;,F;F;,1, 龚六堂;,经济与管理;,1,2005-10-01;,张晏
张杰,中国人民大学;,1100.0,1.0,中国人民大学;,F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;B;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;,2, 陈志远; 杨连星; 新夫; 杨连星; 新夫; 郑文平; 郑文平; 翟福昕; 陈志远; 刘元春; 周晓艳; 李勇; 张培丽; 黄泰岩; 郑文平; 翟福昕; 郑文平; 陈志远; 李克; 刘志彪; 李勇; 刘志彪; 郑文平; 新夫;,经济与管理;经济与管理;经济与管理;经济与管理;经济与管理;经济与管理;经济与管理;经济与管理;经济与管理;经济与管理;经济与管理;经济与管理;经济与管理;经济与管理;经济与管理;经济与管理;经济与管理;经济与管理;经济与管理;经济与管理;经济与管理;经济与管理;经济与管理;经济与管理;经济与管理;经济与管理;,1,2015-10-01;2016-05-01;2017-03-01;2016-01-01;2014-10-01;2013-10-01;2011-03-01;2011-08-01;2010-08-01;2006-06-01;2004-06-01;2003-01-01;2017-08-01;2017-02-01;2015-12-01;2013-12-01;2013-04-01;2011-04-01;2011-12-01;2010-10-01;2017-02-01;2016-04-01;2015-04-01;2011-01-01;2010-07-01;2017-10-01;,张杰
张杰,南京大学;,3201.0,1.0,南京大学;,F;,1, 张少军; 刘志彪;,经济与管理;,1,2007-06-01;,张杰
张杰,西安交通大学;,6101.0,1.0,西安交通大学;,F;,1,,经济与管理;,1,2001-03-01;,张杰
张波,上海财经大学;,3100.0,1.0,上海财经大学;,D;F;,2,,经济与管理;,1,2011-11-01;,张波
张波,南开大学;,1200.0,1.0,南开大学;,F;,1,,经济与管理;,1,2002-02-01;,张波
张波,招商银行;,4403.0,1.0,招商银行;,F;,1,,经济与管理;,1,2008-05-01;,张波
张海洋,对外经济贸易大学;,1100.0,1.0,对外经济贸易大学;,F;F;,1,,经济与管理;,1,2016-10-01;,张海洋
张海洋,,3301.0,2.0,浙江理工大学;浙江大学;;,F;F;F;F;F;F;,1, 金则杨; 史晋川;,经济与管理;经济与管理;经济与管理;,1,2017-09-01;2011-01-01;2010-04-01;,张海洋
张琦,中南财经政法大学;,4201.0,1.0,中南财经政法大学;,F;F;F;,1, 吕敏康; 步丹璐; 郁智;,经济与管理;经济与管理;,1,2015-06-01;2016-05-01;,张琦
张琦,南开大学;,1200.0,1.0,南开大学;,F;,1,,经济与管理;,1,2003-12-01;,张琦
张红,暨南大学;,4401.0,1.0,暨南大学;,F;,1, 周黎安; 梁建章;,经济与管理;,1,2017-12-01;,张红
张红,北京大学;,1100.0,1.0,北京大学;,F;F;,1, 周黎安; 梁建章; 周黎安; 徐晋涛; 赵锦勇;,经济与管理;经济与管理;,1,2016-04-01;2016-04-01;,张红
张羽,中国人民银行;,1100.0,1.0,中国人民银行;,F;,1, 李黎;,经济与管理;,1,2010-08-01;,张羽
张羽,东北财经大学;,2102.0,1.0,东北财经大学;,F;,1, 李黎;,经济与管理;,1,2005-05-01;,张羽
张超,南开大学;,1200.0,1.0,南开大学;,F;,1,,经济与管理;,1,2007-12-01;,张超
张超,上海交通大学;,3100.0,1.0,上海交通大学;,F;,1, 顾锋;,经济与管理;,1,2005-10-01;,张超
张辉,北京大学;,1100.0,1.0,北京大学;,F;,1,,经济与管理;,1,2014-11-01;,张辉
张辉,南开大学;,1200.0,1.0,南开大学;,F;F;,1, 刘鹏; 于涛; 安虎森; 戚安邦;,经济与管理;,1,2016-12-01;,张辉
彭恒文,中国人民银行;,1100.0,1.0,中国人民银行;,F;,1, 石磊;,经济与管理;,1,2009-12-01;,彭恒文
彭恒文,复旦大学;,3100.0,1.0,复旦大学;,C;,1, 石磊;,经济与管理;,1,2008-04-01;,彭恒文
彭江波,中国人民银行;,1100.0,1.0,中国人民银行;,F;,1,,经济与管理;,1,2002-12-01;,彭江波
彭江波,西南财经大学;,5101.0,1.0,西南财经大学;,X;,1, 郭琪;,经济与管理;,1,2010-09-01;,彭江波
徐枫,华南理工大学;,4401.0,1.0,华南理工大学;,F;,1,,经济与管理;,1,2004-09-01;,徐枫
徐枫,中国社会科学院;,1100.0,1.0,中国社会科学院;,F;F;F;,1,,经济与管理;经济与管理;,1,2016-04-01;2014-12-01;,徐枫
徐琰超,北京师范大学;,1100.0,1.0,北京师范大学;,F;F;F;,1, 沈拓彬; 尹恒;,经济与管理;,1,2010-04-01;,徐琰超
徐琰超,云南大学;,5301.0,1.0,云南大学;,F;F;F;,1, 柳荻; 杨龙见; 杨龙见;,经济与管理;经济与管理;,1,2016-08-01;2014-04-01;,徐琰超
戈建国,中国人民银行;,1100.0,1.0,中国人民银行;,F;F;,1, 周继忠;,经济与管理;,1,2011-10-01;,戈建国
戈建国,上海财经大学;,3100.0,1.0,上海财经大学;,F;,1,,经济与管理;,1,2007-11-01;,戈建国
戴翔,安徽财经大学;,3403.0,1.0,安徽财经大学;,F;F;F;F;F;F;F;F;F;,1, 金碚; 张雨;,经济与管理;经济与管理;经济与管理;经济与管理;,1,2014-07-01;2013-07-01;2013-04-01;2011-06-01;,戴翔
戴翔,南京审计大学;,3201.0,1.0,南京审计大学;,F;F;F;F;F;F;,1, 郑岚; 张为付; 刘梦; 任志成;,经济与管理;经济与管理;经济与管理;,1,2016-09-01;2016-12-01;2016-09-01;,戴翔
方红生,上海财经大学;,3100.0,1.0,上海财经大学;,F;,1,,经济与管理;,1,2002-08-01;,方红生
方红生,浙江大学;,3301.0,1.0,浙江大学;,F;,1, 张军;,经济与管理;,1,2013-03-01;,方红生
易先忠,南京审计大学;,3201.0,1.0,南京审计大学;,F;F;,1, 包群; 高凌云; 张亚斌;,经济与管理;,1,2017-07-01;,易先忠
易先忠,湖南商学院;,4301.0,1.0,湖南商学院;,F;,1, 欧阳峣; 傅晓岚;,经济与管理;,1,2014-06-01;,易先忠
曲振涛,哈尔滨商业大学;,2301.0,1.0,哈尔滨商业大学;,F;,1,,经济与管理;,1,2005-09-01;,曲振涛
曲振涛,北京大学;,1100.0,1.0,北京大学;,F;,1, 刘文革;,经济与管理;,1,2002-07-01;,曲振涛
曹春方,西南财经大学;,5101.0,1.0,西南财经大学;,F;F;D;F;F;,2, 周大伟; 吴澄澄; 张婷婷; 马连福; 沈小秀;,经济与管理;经济与管理;,1,2015-09-01;2014-07-01;,曹春方
曹春方,中山大学;,4401.0,1.0,中山大学;,F;,1, 张婷婷; 范子英;,经济与管理;,1,2017-12-01;,曹春方
曹艳华,青岛大学;,3702.0,1.0,青岛大学;,F;F;,1, 牛筱颖;,经济与管理;,1,2009-01-01;,曹艳华
曹艳华,西安交通大学;,6101.0,1.0,西安交通大学;,F;F;F;,1, 张芳洁;,经济与管理;经济与管理;,1,2009-05-01;2007-02-01;,曹艳华
曹阳,西南交通大学;,5101.0,1.0,西南交通大学;,F;,1,,经济与管理;,1,2015-12-01;,曹阳
曹阳,华东师范大学;,3100.0,1.0,华东师范大学;,F;,1, 王波;,经济与管理;,1,2005-10-01;,曹阳
曹静,南开大学;,1200.0,1.0,南开大学;,F;,1,,经济与管理;,1,2003-08-01;,曹静
曹静,清华大学;,1100.0,1.0,清华大学;,X;D;,2, 王鑫; 钟笑寒;,经济与管理;,1,2014-04-01;,曹静
曾建光,北京大学;,1100.0,1.0,北京大学;,D;F;F;,2, 伍利娜; 王立彦;,经济与管理;,1,2013-07-01;,曾建光
曾建光,西南财经大学;,5101.0,1.0,西南财经大学;,B;F;F;F;,2, 张英; 杨勋;,经济与管理;经济与管理;,1,2016-04-01;2015-07-01;,曾建光
曾海舰,广西大学;,4501.0,1.0,广西大学;,F;F;F;,1, 林灵;,经济与管理;,1,2015-10-01;,曾海舰
曾海舰,暨南大学;,4401.0,1.0,暨南大学;,F;F;,1,,经济与管理;,1,2010-04-01;,曾海舰
朱文晖,中国人民大学;,1100.0,1.0,中国人民大学;,F;,1,,经济与管理;,1,2003-12-01;,朱文晖
朱文晖,复旦大学;,3100.0,1.0,复旦大学;,F;,1, 汪前明;,经济与管理;,1,2002-12-01;,朱文晖
权小锋,厦门大学;,3502.0,1.0,厦门大学;,F;F;,1, 吴世农; 文芳;,经济与管理;,1,2010-11-01;,权小锋
权小锋,苏州大学;,3205.0,1.0,苏州大学;,F;F;F;F;,1, 尹洪英; 肖斌卿; 吴世农; 吴世农; 尹洪英;,经济与管理;经济与管理;经济与管理;,1,2017-01-01;2016-01-01;2015-11-01;,权小锋
李世刚,中南大学;,4301.0,1.0,中南大学;,nan;,1, 李晓萍;,经济与管理;,1,2016-11-01;,李世刚
李世刚,中山大学;,4401.0,1.0,中山大学;,C;F;,2, 尹恒;,经济与管理;,1,2017-04-01;,李世刚
李世刚,北京师范大学;,1100.0,1.0,北京师范大学;,F;C;,2, 尹恒;,经济与管理;,1,2014-07-01;,李世刚
李任玉,西南财经大学;,5101.0,1.0,西南财经大学;,F;,1, 杜在超; 何勤英; 龚强;,经济与管理;,1,2014-10-01;,李任玉
李任玉,深圳大学;,4403.0,1.0,深圳大学;,F;,1, 陈悉榕; 甘犁;,经济与管理;,1,2017-09-01;,李任玉
李佳,中国人民大学;,1100.0,1.0,中国人民大学;,F;F;,1,,经济与管理;经济与管理;,1,2013-05-01;2012-10-01;,李佳
李佳,浙江财经大学;,3301.0,1.0,浙江财经大学;,F;F;F;,1,,经济与管理;,1,2016-09-01;,李佳
李健,华中科技大学;,4201.0,1.0,华中科技大学;,F;F;,1, 卫平;,经济与管理;,1,2015-10-01;,李健
李健,中央财经大学;,1100.0,1.0,中央财经大学;,F;F;F;,1, 范祚军; 谢巧燕; 林文浩;,经济与管理;经济与管理;,1,2012-12-01;2017-04-01;,李健
李君华,湖南师范大学;,4301.0,1.0,湖南师范大学;,F;,1, 彭玉兰;,经济与管理;,1,2011-04-01;,李君华
李君华,,4201.0,2.0,湖北经济学院;华中科技大学;;,F;F;F;,1, 欧阳峣;;,经济与管理;经济与管理;,1,2016-10-01;2009-04-01;,李君华
李四海,暨南大学;,4401.0,1.0,暨南大学;,F;F;,1, 刘星河; 吴伟炯;,经济与管理;,1,2013-04-01;,李四海
李四海,中南财经政法大学;,4201.0,1.0,中南财经政法大学;,F;F;C;F;F;,2, 陈旋; 宋献中; 宋献中; 罗俊伟;,经济与管理;经济与管理;,1,2016-05-01;2014-08-01;,李四海
李宏瑾,吉林大学;,2201.0,1.0,吉林大学;,F;,1, 项卫星;,经济与管理;,1,2001-02-01;,李宏瑾
李宏瑾,,1100.0,2.0,中国金融四十人论坛;中国人民银行;;,F;F;F;F;F;F;,1, 苏乃芳; 洪浩;;,经济与管理;经济与管理;经济与管理;,1,2016-01-01;2014-10-01;2012-04-01;,李宏瑾
李宾,湖南科技大学;,4303.0,1.0,湖南科技大学;,F;,1,,经济与管理;,1,2012-10-01;,李宾
李宾,北京大学;,1100.0,1.0,北京大学;,F;F;,1, 金一; 曾志雄;,经济与管理;,1,2008-10-01;,李宾
李小平,南京大学;,3201.0,1.0,南京大学;,F;,1, 朱钟棣;,经济与管理;,1,2006-02-01;,李小平
李小平,中南财经政法大学;,4201.0,1.0,中南财经政法大学;,F;X;F;F;F;,2, 周记顺; 卢现祥; 胡久凯; 卢现祥; 卢现祥; 朱钟棣;,经济与管理;经济与管理;经济与管理;,1,2015-08-01;2010-01-01;2008-01-01;,李小平
李尚骜,北京大学;,1100.0,1.0,北京大学;,F;F;,1, 龚六堂;,经济与管理;,1,2012-07-01;,李尚骜
李尚骜,,4201.0,2.0,武汉大学;华中科技大学;;,F;F;,1, 陈继勇; 李卓;;,经济与管理;经济与管理;,1,2011-06-01;2010-05-01;,李尚骜
李平,山东理工大学;,3703.0,1.0,山东理工大学;,F;F;F;F;F;F;F;F;,1, 许家云; 季永宝; 宫旭红; 齐丹丹; 张庆昌; 随洪光;,经济与管理;经济与管理;经济与管理;经济与管理;经济与管理;,1,2011-04-01;2014-12-01;2013-06-01;2010-06-01;2006-12-01;,李平
李平,中国社会科学院;,1100.0,1.0,中国社会科学院;,F;F;,1, 付一夫; 张艳芳;,经济与管理;,1,2017-12-01;,李平
李平,南开大学;,1200.0,1.0,南开大学;,F;,1, 刘志勇;,经济与管理;,1,2001-12-01;,李平
李庆海,北京航空航天大学;,1100.0,1.0,北京航空航天大学;,F;F;,1, 李锐; 王兆华;,经济与管理;,1,2011-10-01;,李庆海
李庆海,南京财经大学;,3201.0,1.0,南京财经大学;,F;F;F;,1, 吕小锋; 李锐; 孙光林;,经济与管理;,1,2017-10-01;,李庆海
李建军,西南财经大学;,5101.0,1.0,西南财经大学;,F;,1, 肖育才;,经济与管理;,1,2012-04-01;,李建军
李建军,,1100.0,2.0,人民大学;中央财经大学;;,F;F;F;F;,1, 田光宁;;,经济与管理;经济与管理;经济与管理;经济与管理;,1,2001-11-01;2004-01-01;2004-05-01;2004-09-01;,李建军
李强,南开大学;,1200.0,1.0,南开大学;,F;,1,,经济与管理;,1,2003-06-01;,李强
李强,西南财经大学;,5101.0,1.0,西南财经大学;,D;,1, 臧文斌;,经济与管理;,1,2010-10-01;,李强
李成,中国社会科学院;,1100.0,1.0,中国社会科学院;,F;F;,1,,经济与管理;,1,2016-12-01;,李成
李成,西安交通大学;,6101.0,1.0,西安交通大学;,F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;,1, 马文涛; 王彬; 王彬; 马文涛; 郑怡; 白璐; 王建军; 尚振宁; 黎克俊; 王焱; 姜柳; 马文涛; 王彬; 马文涛; 王彬;,经济与管理;经济与管理;经济与管理;经济与管理;经济与管理;经济与管理;经济与管理;经济与管理;经济与管理;经济与管理;经济与管理;经济与管理;,1,2011-10-01;2010-03-01;2014-02-01;2013-04-01;2009-02-01;2009-10-01;2007-07-01;2006-09-01;2005-01-01;2004-06-01;2010-10-01;2009-12-01;,李成
李文星,华中科技大学;,4201.0,1.0,华中科技大学;,F;C;,2, 徐长生; 艾春荣;,经济与管理;,1,2008-07-01;,李文星
李文星,四川大学;,5101.0,1.0,四川大学;,F;,1, 蒋瑛;,经济与管理;,1,2002-04-01;,李文星
李斌,厦门大学;,3502.0,1.0,厦门大学;,F;F;,1, 江伟;,经济与管理;,1,2006-06-01;,李斌
李斌,,1100.0,2.0,北京大学;中国人民银行;;,F;F;,1,;;,经济与管理;经济与管理;,1,2004-06-01;2001-07-01;,李斌
李新,上海财经大学;,3100.0,1.0,上海财经大学;,F;,1,,经济与管理;,1,2001-04-01;,李新
李新,中国社会科学院;,1100.0,1.0,中国社会科学院;,F;,1,,经济与管理;,1,2001-03-01;,李新
李杰,浙江大学;,3301.0,1.0,浙江大学;,F;F;,1, 李捷瑜; 黄先海;,经济与管理;,1,2011-05-01;,李杰
李杰,深圳大学;,4403.0,1.0,深圳大学;,F;,1,,经济与管理;,1,2009-06-01;,李杰
李楠,上海财经大学;,3100.0,1.0,上海财经大学;,D;F;C;C;,3, 林友宏; 甄茂生; 林矗;,经济与管理;经济与管理;经济与管理;,1,2016-07-01;2015-02-01;2015-07-01;,李楠
李楠,,1100.0,3.0,中国社会科学院;中国科学院;中国人民大学;;,F;F;F;F;,1, 王家强; 陈暮紫; 陈敏; 黄旭; 谢尔曼;,经济与管理;经济与管理;经济与管理;,1,2013-01-01;2013-10-01;2014-11-01;,李楠
李永友,浙江财经大学;,3301.0,1.0,浙江财经大学;,D;F;R;F;F;,3, 张子楠; 郑春荣;,经济与管理;经济与管理;经济与管理;,1,2017-01-01;2016-07-01;2014-04-01;,李永友
李永友,南京大学;,3201.0,1.0,南京大学;,F;F;F;,1, 沈坤荣;,经济与管理;,1,2008-05-01;,李永友
李涛,,1100.0,2.0,中央财经大学;中国人民大学;;,C;F;F;B;F;F;F;F;F;F;D;F;F;,4, 朱俊兵; 伏霖; 陈斌开; 张文韬; 史宇鹏; 陈斌开; 王志芳; 王海港; 谭松涛; 郭杰; 黄纯纯; 何兴强; 周开国;,经济与管理;经济与管理;经济与管理;经济与管理;经济与管理;经济与管理;经济与管理;经济与管理;,1,2017-03-01;2014-03-01;2015-06-01;2011-09-01;2010-07-01;2009-02-01;2008-01-01;2007-08-01;,李涛
李涛,重庆理工大学;,5000.0,1.0,重庆理工大学;,F;F;X;,2,,经济与管理;,1,2013-01-01;,李涛
李涛,中山大学;,4401.0,1.0,中山大学;,F;F;F;F;F;F;F;,1, 李红;,经济与管理;经济与管理;经济与管理;经济与管理;经济与管理;经济与管理;,1,2006-01-01;2006-08-01;2005-07-01;2004-11-01;2003-12-01;2004-10-01;,李涛
李猛,中国社会科学院;,1100.0,1.0,中国社会科学院;,F;,1,,经济与管理;,1,2015-04-01;,李猛
李猛,上海市委党校;,3100.0,1.0,上海市委党校;,F;,1, 沈坤荣;,经济与管理;,1,2010-12-01;,李猛
李虹,北京大学;,1100.0,1.0,北京大学;,F;X;F;F;,2, 熊振兴; 董亮; 谢明华;,经济与管理;经济与管理;经济与管理;,1,2017-07-01;2011-02-01;2004-11-01;,李虹
李虹,上海财经大学;,3100.0,1.0,上海财经大学;,D;,1,,经济与管理;,1,2007-09-01;,李虹
李超,中国社会科学院;,1100.0,1.0,中国社会科学院;,F;C;,2, 倪鹏飞; 万海远;,经济与管理;,1,2015-05-01;,李超
李超,西南财经大学;,5101.0,1.0,西南财经大学;,F;F;X;,2, 李涵;,经济与管理;,1,2017-08-01;,李超
李超,暨南大学;,4401.0,1.0,暨南大学;,F;F;,1, 覃成林;,经济与管理;,1,2011-08-01;,李超
李雪莲,南开大学;,1200.0,1.0,南开大学;,F;F;,1, 张运鹏; 安辉;,经济与管理;经济与管理;,1,2003-10-01;2001-06-01;,李雪莲
李雪莲,西南财经大学;,5101.0,1.0,西南财经大学;,D;D;F;,2, 马双; 邓翔;,经济与管理;,1,2015-05-01;,李雪莲
李静,安徽大学;,3401.0,1.0,安徽大学;,F;F;,1, 楠玉; 刘霞辉;,经济与管理;,1,2017-03-01;,李静
李静,山西财经大学;,1401.0,1.0,山西财经大学;,F;F;G;,2,,经济与管理;,1,2017-06-01;,李静
李静,南开大学;,1200.0,1.0,南开大学;,F;,1,,经济与管理;,1,2005-04-01;,李静
杨俊,南开大学;,1200.0,1.0,南开大学;,F;,1, 张玉利; 刘依冉;,经济与管理;,1,2015-09-01;,杨俊
杨俊,,1100.0,2.0,北京大学;中国人民大学;;,F;F;F;,1, 龚六堂; 王亚平; 龚六堂;,经济与管理;经济与管理;,1,2006-03-01;2008-06-01;,杨俊
杨光,上海财经大学;,3100.0,1.0,上海财经大学;,F;,1, 汪立;,经济与管理;,1,2017-12-01;,杨光
杨光,南开大学;,1200.0,1.0,南开大学;,F;F;F;F;F;F;,1, 孙浦阳; 龚刚; 孙浦阳;,经济与管理;经济与管理;经济与管理;,1,2015-02-01;2015-10-01;2008-06-01;,杨光
杨剑侠,上海交通大学;,3100.0,1.0,上海交通大学;,F;F;,1, 陈宏民; 包兴;,经济与管理;,1,2009-07-01;,杨剑侠
杨剑侠,重庆大学;,5000.0,1.0,重庆大学;,F;,1, 司有和; 孙兴征;,经济与管理;,1,2004-07-01;,杨剑侠
杨勇,南京大学;,3201.0,1.0,南京大学;,F;,1, 魏浩;,经济与管理;,1,2003-11-01;,杨勇
杨勇,武汉大学;,4201.0,1.0,武汉大学;,F;,1,,经济与管理;,1,2017-09-01;,杨勇
杨华磊,中国农业大学;,1100.0,1.0,中国农业大学;,F;,1, 何凌云; 周晓波;,经济与管理;,1,2014-04-01;,杨华磊
杨华磊,兰州大学;,6201.0,1.0,兰州大学;,F;F;F;,1, 周晓波;,经济与管理;,1,2012-12-01;,杨华磊
杨文,北京大学;,1100.0,1.0,北京大学;,F;F;,1, 孙蚌珠; 王学龙;,经济与管理;,1,2012-04-01;,杨文
杨文,深圳大学;,4403.0,1.0,深圳大学;,F;,1, 孙蚌珠; 程相宾;,经济与管理;,1,2015-01-01;,杨文
杨柳,,1100.0,2.0,中国政法大学;中国人民银行;;,F;F;,1,;;,经济与管理;经济与管理;,1,2015-08-01;2001-02-01;,杨柳
杨柳,华中师范大学;,4201.0,1.0,华中师范大学;,F;,1, 李力; 吴婷;,经济与管理;,1,2016-10-01;,杨柳
杨汝岱,北京大学;,1100.0,1.0,北京大学;,F;F;F;F;F;,1, 李艳; 朱诗娥;,经济与管理;经济与管理;经济与管理;,1,2016-03-01;2015-02-01;2013-07-01;,杨汝岱
