author_first,author_unit_first,unit_city_code,city_unitn,city_units,class_num,class_num_num,coauthor,mag_classn,mag_classn_num,ym,author_first0
杨汝岱,湘潭大学;,4303.0,1.0,湘潭大学;,F;F;G;F;F;F;F;,2, 陈斌开; 朱诗娥; 陈斌开; 姚洋; 朱诗娥;,经济与管理;经济与管理;经济与管理;经济与管理;,1,2011-11-01;2009-08-01;2008-08-01;2007-12-01;,杨汝岱
林伯强,闽江学院;,3501.0,1.0,闽江学院;,F;F;F;F;X;,2, 李江龙; 杜克锐; 李爱军;,经济与管理;经济与管理;经济与管理;,1,2014-04-01;2013-09-01;2012-11-01;,林伯强
林伯强,厦门大学;,3502.0,1.0,厦门大学;,F;F;F;F;X;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;,2, 刘泓汛; 孙传旺; 姚昕; 刘畅; 刘希颖; 姚昕; 王锋; 牟敦国; 何晓萍; 魏巍贤; 李丕东;,经济与管理;经济与管理;经济与管理;经济与管理;经济与管理;经济与管理;经济与管理;经济与管理;经济与管理;经济与管理;,1,2015-09-01;2017-09-01;2016-10-01;2012-03-01;2010-08-01;2009-06-01;2009-12-01;2008-11-01;2008-05-01;2007-02-01;,林伯强
林煜恩,温州大学;,3303.0,1.0,温州大学;,F;,1, 陈秀玲; 池祥萱;,经济与管理;,1,2014-12-01;,林煜恩
林煜恩,武夷学院;,3507.0,1.0,武夷学院;,F;F;F;,1, 池祥萱; 池祥萱; 李乐;,经济与管理;经济与管理;,1,2014-02-01;2014-03-01;,林煜恩
林煜恩,吉林大学;,2201.0,1.0,吉林大学;,F;F;F;F;,1, 尚铎; 陈宜群; 池祥萱; 郑玉敏; 邵文霞; 池祥萱; 王柘君;,经济与管理;经济与管理;经济与管理;,1,2017-08-01;2015-08-01;2016-07-01;,林煜恩
桂荷发,江西财经大学;,3601.0,1.0,江西财经大学;,F;F;,1, 蔡明超; 石劲; 汪勇祥;,经济与管理;,1,2011-11-01;,桂荷发
桂荷发,中国人民大学;,1100.0,1.0,中国人民大学;,F;,1,,经济与管理;,1,2002-06-01;,桂荷发
梁平汉,西南财经大学;,5101.0,1.0,西南财经大学;,C;F;,2,,经济与管理;,1,2012-10-01;,梁平汉
梁平汉,中山大学;,4401.0,1.0,中山大学;,D;,1, 高楠;,经济与管理;,1,2017-04-01;,梁平汉
梁正,南开大学;,1200.0,1.0,南开大学;,F;,1,,经济与管理;,1,2001-02-01;,梁正
梁正,清华大学;,1100.0,1.0,清华大学;,F;,1,,经济与管理;,1,2003-10-01;,梁正
梁琦,南京大学;,3201.0,1.0,南京大学;,F;F;F;F;F;,1, 施晓苏; 张二震;,经济与管理;经济与管理;经济与管理;经济与管理;,1,2005-07-01;2004-07-01;2002-10-01;2003-06-01;,梁琦
梁琦,中山大学;,4401.0,1.0,中山大学;,F;F;F;F;F;F;,1, 丁树; 王如玉; 黄卓; 吴俊;,经济与管理;经济与管理;经济与管理;,1,2012-04-01;2012-04-01;2008-07-01;,梁琦
楼国强,上海财经大学;,3100.0,1.0,上海财经大学;,F;C;F;F;F;,2,,经济与管理;经济与管理;经济与管理;,1,2010-12-01;2013-12-01;2011-08-01;,楼国强
楼国强,北京大学;,1100.0,1.0,北京大学;,F;,1,,经济与管理;,1,2005-08-01;,楼国强
樊丽明,上海财经大学;,3100.0,1.0,上海财经大学;,F;F;,1, 解垩;,经济与管理;,1,2014-08-01;,樊丽明
樊丽明,山东大学;,3701.0,1.0,山东大学;,F;,1,,经济与管理;,1,2002-04-01;,樊丽明
欧阳志刚,中南财经政法大学;,4201.0,1.0,中南财经政法大学;,F;F;F;F;,1, 薛龙; 潜力;,经济与管理;经济与管理;经济与管理;,1,2017-02-01;2013-07-01;2015-06-01;,欧阳志刚
欧阳志刚,华东交通大学;,3601.0,1.0,华东交通大学;,F;F;F;F;F;F;F;F;F;,1, 高凌云; 史焕平; 史焕平; 王世杰;,经济与管理;经济与管理;经济与管理;经济与管理;,1,2012-09-01;2011-07-01;2010-07-01;2009-09-01;,欧阳志刚
毛捷,对外经济贸易大学;,1100.0,1.0,对外经济贸易大学;,F;D;F;F;F;F;F;F;F;,2, 吕冰洋; 马光荣; 管汉晖; 林智贤; 汪德华; 白重恩; 汪德华; 白重恩;,经济与管理;经济与管理;经济与管理;经济与管理;,1,2015-07-01;2015-07-01;2011-12-01;2012-07-01;,毛捷
毛捷,浙江大学;,3301.0,1.0,浙江大学;,F;F;,1, 金雪军; 袁佳;,经济与管理;,1,2005-04-01;,毛捷
江求川,郑州大学;,4101.0,1.0,郑州大学;,D;F;,2,,经济与管理;,1,2015-07-01;,江求川
江求川,华中科技大学;,4201.0,1.0,华中科技大学;,F;F;,1, 张克中;,经济与管理;,1,2013-04-01;,江求川
汤二子,南京审计大学;,3201.0,1.0,南京审计大学;,F;,1,,经济与管理;,1,2017-02-01;,汤二子
汤二子,大连理工大学;,2102.0,1.0,大连理工大学;,F;F;F;,1, 李影; 张海英;,经济与管理;,1,2011-06-01;,汤二子
汤向俊,江苏科技大学;,3211.0,1.0,江苏科技大学;,D;F;,2, 刘瑞明; 马光辉;,经济与管理;,1,2015-10-01;,汤向俊
汤向俊,西北大学;,6101.0,1.0,西北大学;,F;F;,1, 任保平;,经济与管理;,1,2010-10-01;,汤向俊
汤玉刚,复旦大学;,3100.0,1.0,复旦大学;,F;,1, 赵大平;,经济与管理;,1,2007-01-01;,汤玉刚
汤玉刚,山东大学;,3701.0,1.0,山东大学;,F;F;F;F;,1, 关凤利; 陈强; 满利苹; 苑程浩;,经济与管理;经济与管理;经济与管理;,1,2010-09-01;2015-10-01;2010-10-01;,汤玉刚
汪伟,浙江大学;,3301.0,1.0,浙江大学;,F;,1, 金祥荣; 汪淼军;,经济与管理;,1,2006-03-01;,汪伟
汪伟,上海财经大学;,3100.0,1.0,上海财经大学;,F;C;F;F;F;C;F;C;F;F;C;F;F;F;F;,2, 艾春荣; 郭新强; 艾春荣;,经济与管理;经济与管理;经济与管理;经济与管理;经济与管理;经济与管理;,1,2015-06-01;2013-11-01;2010-10-01;2016-10-01;2009-10-01;2008-04-01;,汪伟
汪洋,中国人民银行;,1100.0,1.0,中国人民银行;,F;F;,1,,经济与管理;,1,2016-04-01;,汪洋
汪洋,江西财经大学;,3601.0,1.0,江西财经大学;,F;F;F;,1,,经济与管理;经济与管理;经济与管理;,1,2010-11-01;2007-04-01;2005-04-01;,汪洋
沈利生,华侨大学;,3505.0,1.0,华侨大学;,F;,1, 王恒;,经济与管理;,1,2006-03-01;,沈利生
沈利生,中国社会科学院;,1100.0,1.0,中国社会科学院;,F;,1, 吴振宇;,经济与管理;,1,2003-11-01;,沈利生
沈国兵,,3100.0,2.0,复旦大学;上海财经大学;;,F;F;F;F;F;F;F;F;F;F;F;,1, 张鑫; 姚白羽;;,经济与管理;经济与管理;经济与管理;经济与管理;经济与管理;,1,2015-04-01;2015-06-01;2010-06-01;2004-12-01;2005-06-01;,沈国兵
沈国兵,浙江大学;,3301.0,1.0,浙江大学;,F;,1,,经济与管理;,1,2002-06-01;,沈国兵
沈悦,清华大学;,1100.0,1.0,清华大学;,F;,1, 刘洪玉;,经济与管理;,1,2004-06-01;,沈悦
沈悦,西南财经大学;,5101.0,1.0,西南财经大学;,F;F;F;,1, 储巍;,经济与管理;,1,2012-05-01;,沈悦
沈悦,西安交通大学;,6101.0,1.0,西安交通大学;,F;F;F;F;,1, 谢坤锋; 谢勇; 田嫄;,经济与管理;经济与管理;,1,2013-03-01;2007-10-01;,沈悦
沈沛龙,北京航空航天大学;,1100.0,1.0,北京航空航天大学;,F;F;,1, 任若恩; 任若恩;,经济与管理;经济与管理;,1,2002-06-01;2001-02-01;,沈沛龙
沈沛龙,山西财经大学;,1401.0,1.0,山西财经大学;,F;F;F;,1, 樊欢; 王晓婷;,经济与管理;经济与管理;,1,2012-02-01;2013-08-01;,沈沛龙
潘珊,北京大学;,1100.0,1.0,北京大学;,F;,1, 龚六堂;,经济与管理;,1,2015-09-01;,潘珊
潘珊,暨南大学;,4401.0,1.0,暨南大学;,F;F;,1, 龚六堂; 李尚骜;,经济与管理;,1,2016-10-01;,潘珊
燕志雄,暨南大学;,4401.0,1.0,暨南大学;,F;F;,1, 张敬卫; 费方域;,经济与管理;,1,2016-09-01;,燕志雄
燕志雄,上海交通大学;,3100.0,1.0,上海交通大学;,F;F;F;,1, 费方域; 费方域;,经济与管理;经济与管理;,1,2007-02-01;2007-10-01;,燕志雄
王伟光,中国社会科学院;,1100.0,1.0,中国社会科学院;,F;F;,1, 陈锡文; 李扬; 刘世锦; 刘诗白; 刘伟; 蔡昉; 白钦先; 李稻葵;,经济与管理;经济与管理;,1,2016-03-01;2010-12-01;,王伟光
王伟光,辽宁大学;,2101.0,1.0,辽宁大学;,F;,1, 冯荣凯; 尹博;,经济与管理;,1,2015-06-01;,王伟光
王俊,中央财经大学;,1100.0,1.0,中央财经大学;,D;F;R;F;F;F;,3, 龚强; 王威; 昌忠泽; 刘宏; 昌忠泽; 昌忠泽;,经济与管理;经济与管理;经济与管理;经济与管理;,1,2012-01-01;2008-07-01;2007-12-01;2007-04-01;,王俊
王俊,安徽财经大学;,3403.0,1.0,安徽财经大学;,F;F;,1, 王刚贞;,经济与管理;,1,2010-09-01;,王俊
王倩,南开大学;,1200.0,1.0,南开大学;,F;,1, 李颖华;,经济与管理;,1,2012-05-01;,王倩
王倩,山东财经大学;,3701.0,1.0,山东财经大学;,F;F;,1, 马云霄;,经济与管理;,1,2016-05-01;,王倩
王兰芳,南开大学;,1200.0,1.0,南开大学;,F;,1,,经济与管理;,1,2001-06-01;,王兰芳
王兰芳,上海财经大学;,3100.0,1.0,上海财经大学;,F;F;,1, 王苏生;,经济与管理;,1,2010-10-01;,王兰芳
王勇,北京大学;,1100.0,1.0,北京大学;,F;G;,2,,经济与管理;经济与管理;,1,2003-02-01;2002-04-01;,王勇
王勇,浙江万里学院;,3302.0,1.0,浙江万里学院;,F;F;,1, 袁葵芳;,经济与管理;经济与管理;,1,2005-01-01;2003-12-01;,王勇
王博,南开大学;,1200.0,1.0,南开大学;,F;F;F;F;F;F;F;,1, 郭廓; 马君潞; 刘永余; 刘澜飚;,经济与管理;经济与管理;经济与管理;,1,2013-05-01;2013-03-01;2012-06-01;,王博
王博,西南财经大学;,5101.0,1.0,西南财经大学;,F;F;,1, 张晓玫; 卢露;,经济与管理;,1,2017-04-01;,王博
王向楠,北京大学;,1100.0,1.0,北京大学;,F;F;,1, 徐舒;,经济与管理;,1,2012-08-01;,王向楠
王向楠,西南财经大学;,5101.0,1.0,西南财经大学;,F;F;,1,,经济与管理;,1,2011-10-01;,王向楠
王国静,上海财经大学;,3100.0,1.0,上海财经大学;,F;F;,1, 田国强;,经济与管理;,1,2014-03-01;,王国静
王国静,华安证券;,3506.0,1.0,华安证券;,F;F;,1, 田国强;,经济与管理;,1,2014-09-01;,王国静
王宇,中国人民银行;,1100.0,1.0,中国人民银行;,F;F;,1, 李宏瑾;,经济与管理;,1,2015-04-01;,王宇
王宇,内蒙古大学;,1501.0,1.0,内蒙古大学;,F;F;,1, 郭新强; 干春晖;,经济与管理;,1,2014-10-01;,王宇
王小龙,,1100.0,2.0,北京大学;中国人民大学;;,F;F;F;D;F;,2,; 方金金; 兰永生;,经济与管理;经济与管理;经济与管理;,1,2004-04-01;2015-11-01;2011-08-01;,王小龙
王小龙,西北大学;,6101.0,1.0,西北大学;,F;F;F;,1, 李斌;,经济与管理;经济与管理;,1,2002-01-01;2002-04-01;,王小龙
王平,对外经济贸易大学;,1100.0,1.0,对外经济贸易大学;,F;F;,1, 肖军;,经济与管理;,1,2012-05-01;,王平
王平,四川大学;,5101.0,1.0,四川大学;,F;,1, 邹易; 唐柳;,经济与管理;,1,2009-06-01;,王平
王弟海,北京大学;,1100.0,1.0,北京大学;,F;F;,1, 龚六堂;,经济与管理;,1,2006-04-01;,王弟海
王弟海,复旦大学;,3100.0,1.0,复旦大学;,R;F;F;F;F;F;,2, 黄亮; 李宏毅; 龚六堂;,经济与管理;经济与管理;经济与管理;,1,2016-08-01;2012-06-01;2008-01-01;,王弟海
王晓,中央财经大学;,1100.0,1.0,中央财经大学;,F;,1, 李佳;,经济与管理;,1,2010-01-01;,王晓
王晓,山东财经大学;,3701.0,1.0,山东财经大学;,F;,1,,经济与管理;,1,2012-04-01;,王晓
王欢,山东大学;,3701.0,1.0,山东大学;,F;F;,1, 郭建强;,经济与管理;,1,2014-08-01;,王欢
王欢,陕西师范大学;,6101.0,1.0,陕西师范大学;,G;G;,1, 史耀疆; 王爱琴; 罗朴尚; 罗思高; 诸彦杰;,经济与管理;,1,2017-04-01;,王欢
王永进,南开大学;,1200.0,1.0,南开大学;,F;F;F;F;,1, 张国峰; 施炳展; 盛丹;,经济与管理;经济与管理;经济与管理;,1,2016-07-01;2014-04-01;2012-07-01;,王永进
王永进,厦门大学;,3502.0,1.0,厦门大学;,F;F;,1, 盛丹; 施炳展; 李坤望;,经济与管理;,1,2010-07-01;,王永进
王海港,中山大学;,4401.0,1.0,中山大学;,G;,1, 李实; 刘京军;,经济与管理;,1,2007-08-01;,王海港
王海港,,1100.0,2.0,北京大学;中央财经大学;;,F;F;F;,1,; 黄少安; 李琴; 罗凤金;,经济与管理;经济与管理;,1,2005-01-01;2009-09-01;,王海港
王爱俭,中国滨海金融协同创新中心;,3209.0,1.0,中国滨海金融协同创新中心;,F;F;F;F;,1, 王璟怡; 杜强;,经济与管理;经济与管理;,1,2014-04-01;2017-10-01;,王爱俭
王爱俭,天津财经大学;,1200.0,1.0,天津财经大学;,F;F;F;F;,1, 林楠; 温博慧;,经济与管理;经济与管理;,1,2007-10-01;2007-02-01;,王爱俭
王玲玲,云南财经大学;,5301.0,1.0,云南财经大学;,F;F;,1, 尹晓冰;,经济与管理;,1,2015-02-01;,王玲玲
王玲玲,华中科技大学;,4201.0,1.0,华中科技大学;,F;F;,1, 王宗军; 毛磊;,经济与管理;,1,2012-06-01;,王玲玲
王珏,东北财经大学;,2102.0,1.0,东北财经大学;,F;F;,1,,经济与管理;,1,2012-01-01;,王珏
王珏,中国人民大学;,1100.0,1.0,中国人民大学;,F;,1, 饶晓鹏;,经济与管理;,1,2004-02-01;,王珏
王璐,南京师范大学;,3201.0,1.0,南京师范大学;,F;F;,1, 童中文;,经济与管理;,1,2014-11-01;,王璐
王璐,南开大学;,1200.0,1.0,南开大学;,F;,1, 柳欣;,经济与管理;,1,2008-06-01;,王璐
王璐,西南财经大学;,5101.0,1.0,西南财经大学;,F;F;,1, 庞皓;,经济与管理;,1,2008-04-01;,王璐
王艳,南开大学;,1200.0,1.0,南开大学;,F;,1,,经济与管理;,1,2002-06-01;,王艳
王艳,广东财经大学;,4401.0,1.0,广东财经大学;,F;,1, 李善民;,经济与管理;,1,2017-12-01;,王艳
王苍峰,上海财经大学;,3100.0,1.0,上海财经大学;,F;,1,,经济与管理;,1,2007-08-01;,王苍峰
王苍峰,山东财经大学;,3701.0,1.0,山东财经大学;,F;F;F;,1, 司传宁;,经济与管理;,1,2011-12-01;,王苍峰
王锋,中国矿业大学;,3203.0,1.0,中国矿业大学;,F;F;,1, 李紧想; 张芳; 吴艳杰;,经济与管理;,1,2017-09-01;,王锋
王锋,厦门大学;,3502.0,1.0,厦门大学;,X;,1, 吴丽华; 杨超;,经济与管理;,1,2010-02-01;,王锋
王锋,西安交通大学;,6101.0,1.0,西安交通大学;,X;F;,2, 冯根福; 吴丽华;,经济与管理;,1,2013-08-01;,王锋
王静,南开大学;,1200.0,1.0,南开大学;,F;,1, 张卓; 武舜臣;,经济与管理;,1,2016-04-01;,王静
王静,河南大学;,4102.0,1.0,河南大学;,F;,1, 庄鹏睿; 罗良清;,经济与管理;,1,2017-02-01;,王静
王静,浙江大学;,3301.0,1.0,浙江大学;,F;,1,,经济与管理;,1,2002-11-01;,王静
王鹏,山西财经大学;,1401.0,1.0,山西财经大学;,F;,1,,经济与管理;,1,2002-08-01;,王鹏
王鹏,,1100.0,2.0,北京交通大学;中国人民银行;;,F;F;,1,;;,经济与管理;经济与管理;,1,2012-12-01;2008-02-01;,王鹏
王鹏,西南财经大学;,5101.0,1.0,西南财经大学;,F;,1, 付延平; 李文贺;,经济与管理;,1,2014-12-01;,王鹏
田利辉,南开大学;,1200.0,1.0,南开大学;,F;F;F;F;F;F;F;F;F;F;F;F;,1, 王可第; 张伟; 谭德凯; 王冠英;,经济与管理;经济与管理;经济与管理;经济与管理;经济与管理;经济与管理;,1,2017-11-01;2014-01-01;2013-04-01;2013-11-01;2015-04-01;2014-04-01;,田利辉
田利辉,北京大学;,1100.0,1.0,北京大学;,F;F;F;F;,1,,经济与管理;经济与管理;经济与管理;,1,2005-10-01;2005-10-01;2004-10-01;,田利辉
田青,东北财经大学;,2102.0,1.0,东北财经大学;,F;F;,1, 高铁梅;,经济与管理;,1,2009-10-01;,田青
田青,中央财经大学;,1100.0,1.0,中央财经大学;,F;,1,,经济与管理;,1,2017-01-01;,田青
白钦先,中山大学;,4401.0,1.0,中山大学;,F;,1, 薛誉华;,经济与管理;,1,2001-04-01;,白钦先
白钦先,辽宁大学;,2101.0,1.0,辽宁大学;,F;F;F;,1, 张志文; 张坤; 常海中;,经济与管理;经济与管理;经济与管理;,1,2011-10-01;2017-04-01;2005-06-01;,白钦先
皮建才,北京大学;,1100.0,1.0,北京大学;,F;F;F;C;F;F;F;,2,,经济与管理;经济与管理;经济与管理;经济与管理;经济与管理;,1,2008-03-01;2007-05-01;2007-01-01;2006-10-01;2007-08-01;,皮建才
皮建才,南京大学;,3201.0,1.0,南京大学;,D;D;F;,2, 殷军; 周愚;,经济与管理;经济与管理;经济与管理;,1,2014-10-01;2012-10-01;2011-02-01;,皮建才
程令国,上海财经大学;,3100.0,1.0,上海财经大学;,D;F;G;,3, 张晔; 刘志彪; 张晔; 沈可;,经济与管理;经济与管理;,1,2016-01-01;2014-10-01;,程令国
程令国,南京大学;,3201.0,1.0,南京大学;,F;F;,1, 张晔; 刘志彪;,经济与管理;,1,2013-08-01;,程令国
程令国,北京大学;,1100.0,1.0,北京大学;,R;F;,2, 张晔; 张晔;,经济与管理;经济与管理;,1,2012-01-01;2011-08-01;,程令国
程培堽,苏州农业职业技术学院;,3205.0,1.0,苏州农业职业技术学院;,F;F;,1, 周应恒; 殷志扬;,经济与管理;,1,2009-07-01;,程培堽
程培堽,厦门大学;,3502.0,1.0,厦门大学;,F;,1,,经济与管理;,1,2003-06-01;,程培堽
简泽,同济大学;,3100.0,1.0,同济大学;,F;F;F;F;,1, 干春晖; 余典范; 张涛; 伏玉林;,经济与管理;经济与管理;,1,2013-05-01;2014-08-01;,简泽
简泽,江西财经大学;,3601.0,1.0,江西财经大学;,F;F;,1, 谭利萍; 吕大国; 符通;,经济与管理;,1,2017-05-01;,简泽
管七海,北京大学;,1100.0,1.0,北京大学;,F;F;,1,,经济与管理;经济与管理;,1,2005-08-01;2005-04-01;,管七海
管七海,招商银行;,4403.0,1.0,招商银行;,F;,1,,经济与管理;,1,2006-01-01;,管七海
胡洁,华东师范大学;,3100.0,1.0,华东师范大学;,F;,1, 陈彦煌;,经济与管理;,1,2014-08-01;,胡洁
胡洁,西安交通大学;,6101.0,1.0,西安交通大学;,F;F;F;,1, 陈彦煌;,经济与管理;,1,2010-08-01;,胡洁
范子英,,3100.0,2.0,复旦大学;上海财经大学;;,F;F;K;K;F;F;F;D;F;F;F;D;,3, 张军; 孟令杰; 石慧; 刘甲炎; 彭飞; 彭飞; 刘冲; 田彬彬;,经济与管理;经济与管理;经济与管理;经济与管理;经济与管理;经济与管理;经济与管理;,1,2010-03-01;2010-04-01;2008-10-01;2015-05-01;2017-02-01;2016-01-01;2016-07-01;,范子英
范子英,南京农业大学;,3201.0,1.0,南京农业大学;,F;F;F;,1, 孟令杰; 孟令杰;,经济与管理;经济与管理;,1,2006-08-01;2007-01-01;,范子英
范子英,华中科技大学;,4201.0,1.0,华中科技大学;,F;F;F;F;,1, 李欣; 田彬彬; 石慧;,经济与管理;经济与管理;经济与管理;,1,2014-06-01;2013-09-01;2013-01-01;,范子英
葛兆强,中国社会科学院;,1100.0,1.0,中国社会科学院;,F;F;,1,,经济与管理;经济与管理;,1,2006-02-01;2005-05-01;,葛兆强
葛兆强,招商银行;,4403.0,1.0,招商银行;,F;F;F;,1,,经济与管理;经济与管理;经济与管理;,1,2009-08-01;2002-11-01;2001-10-01;,葛兆强
董保民,厦门大学;,3502.0,1.0,厦门大学;,D;,1,,经济与管理;,1,2003-10-01;,董保民
董保民,对外经济贸易大学;,1100.0,1.0,对外经济贸易大学;,F;F;,1, 郭桂霞;,经济与管理;,1,2006-07-01;,董保民
蒙英华,厦门大学;,3502.0,1.0,厦门大学;,F;F;F;,1, 黄建忠;,经济与管理;,1,2008-02-01;,蒙英华
蒙英华,,3100.0,2.0,复旦大学;上海对外经贸大学;;,F;F;,1, 蔡宏波; 蔡宏波; 黄建忠;,经济与管理;经济与管理;,1,2009-12-01;2015-10-01;,蒙英华
蒲成毅,南开大学;,1200.0,1.0,南开大学;,F;,1,,经济与管理;,1,2005-02-01;,蒲成毅
蒲成毅,西南民族大学;,5101.0,1.0,西南民族大学;,F;F;F;,1, 潘小军;,经济与管理;,1,2012-12-01;,蒲成毅
蔡宁,北京大学;,1100.0,1.0,北京大学;,F;,1, 刘勇;,经济与管理;,1,2017-02-01;,蔡宁
蔡宁,浙江大学;,3301.0,1.0,浙江大学;,F;F;F;,1, 贺锦江; 王节祥;,经济与管理;,1,2017-03-01;,蔡宁
蔡昱,天津医科大学;,1200.0,1.0,天津医科大学;,R;D;,2, 龚刚; 张前程; 龚刚;,经济与管理;经济与管理;,1,2013-02-01;2008-04-01;,蔡昱
蔡昱,云南财经大学;,5301.0,1.0,云南财经大学;,C;A;,2, 龚刚; 龚刚;,经济与管理;经济与管理;,1,2016-02-01;2014-12-01;,蔡昱
薛白,东兴证券;,4506.0,1.0,东兴证券;,F;F;,1,,经济与管理;,1,2011-12-01;,薛白
薛白,中信银行;,1100.0,1.0,中信银行;,F;F;,1,,经济与管理;,1,2014-12-01;,薛白
许伟,广西大学;,4501.0,1.0,广西大学;,F;,1, 曾屹; 陈兴海;,经济与管理;,1,2008-06-01;,许伟
许伟,,1100.0,2.0,国务院;北京大学;;,F;F;F;F;,1, 陈斌开; 陈斌开;,经济与管理;经济与管理;,1,2016-05-01;2009-04-01;,许伟
许年行,中国人民大学;,1100.0,1.0,中国人民大学;,C;F;F;F;F;F;D;D;,3, 李哲; 江轩宇; 伊志宏; 徐信忠; 洪涛; 吴世农; 徐信忠; 江轩宇; 伊志宏; 袁清波;,经济与管理;经济与管理;经济与管理;经济与管理;,1,2016-12-01;2012-07-01;2011-04-01;2013-01-01;,许年行
许年行,厦门大学;,3502.0,1.0,厦门大学;,F;F;F;,1, 吴世农; 吴世农;,经济与管理;经济与管理;,1,2007-01-01;2006-04-01;,许年行
许承明,复旦大学;,3100.0,1.0,复旦大学;,F;,1,,经济与管理;,1,2001-08-01;,许承明
许承明,南京财经大学;,3201.0,1.0,南京财经大学;,F;,1, 宋海林;,经济与管理;,1,2005-03-01;,许承明
谢刚,中国人民大学;,1100.0,1.0,中国人民大学;,F;,1, 李勇;,经济与管理;,1,2009-01-01;,谢刚
谢刚,西南交通大学;,5101.0,1.0,西南交通大学;,F;,1, 侯景亮; 贾建民;,经济与管理;,1,2011-06-01;,谢刚
谢康,上海社会科学院;,3100.0,1.0,上海社会科学院;,F;,1,,经济与管理;,1,2002-02-01;,谢康
谢康,中山大学;,4401.0,1.0,中山大学;,D;F;F;F;F;F;F;F;,2, 刘意; 肖静华; 刘亚平; 吴瑶; 肖静华; 廖雪华; 赖金天; 肖静华; 乌家培; 肖静华; 周先波; 乌家培;,经济与管理;经济与管理;经济与管理;经济与管理;经济与管理;,1,2017-08-01;2016-02-01;2016-04-01;2012-01-01;2001-05-01;,谢康
谢建国,南京大学;,3201.0,1.0,南京大学;,F;F;F;F;F;F;G;F;,2, 姜珮珊; 张悦; 徐华;,经济与管理;经济与管理;经济与管理;经济与管理;经济与管理;,1,2007-06-01;2014-07-01;2006-07-01;2010-12-01;2005-12-01;,谢建国
谢建国,南开大学;,1200.0,1.0,南开大学;,F;,1,,经济与管理;,1,2004-04-01;,谢建国
