author_first,author_unit_first,unit_city_code,city_unitn,city_units,class_num,class_num_num,coauthor,mag_classn,mag_classn_num,ym,author_first0
谭之博,北京大学;,1100.0,1.0,北京大学;,F;F;,1, 赵岳;,经济与管理;,1,2012-12-01;,谭之博
谭之博,复旦大学;,3100.0,1.0,复旦大学;,C;R;D;F;,4, 张晓波; 周黎安; 赵岳;,经济与管理;经济与管理;,1,2016-02-01;2015-04-01;,谭之博
谭旭东,中国社会科学院;,1100.0,1.0,中国社会科学院;,F;,1,,经济与管理;,1,2004-12-01;,谭旭东
谭旭东,厦门大学;,3502.0,1.0,厦门大学;,F;F;F;F;,1,,经济与管理;经济与管理;,1,2008-09-01;2007-02-01;,谭旭东
贺京同,山东大学;,3701.0,1.0,山东大学;,F;,1, 郝身永;,经济与管理;,1,2013-12-01;,贺京同
贺京同,南开大学;,1200.0,1.0,南开大学;,C;C;F;F;F;F;F;F;F;,2, 那艺; 郝身永; 冯尧; 徐璐; 李峰; 霍焰; 李大勇;,经济与管理;经济与管理;经济与管理;经济与管理;经济与管理;,1,2014-07-01;2011-12-01;2007-06-01;2004-04-01;2002-12-01;,贺京同
贾良定,北京大学;,1100.0,1.0,北京大学;,F;F;,1,,经济与管理;,1,2002-04-01;,贾良定
贾良定,南京大学;,3201.0,1.0,南京大学;,F;,1, 陈秋霖;,经济与管理;,1,2001-03-01;,贾良定
赵文军,南京大学;,3201.0,1.0,南京大学;,F;F;F;F;,1, 于津平; 于津平;,经济与管理;经济与管理;,1,2008-12-01;2009-08-01;,赵文军
赵文军,深圳大学;,4403.0,1.0,深圳大学;,F;F;F;F;F;F;F;,1, 于津平; 于津平;,经济与管理;经济与管理;,1,2012-08-01;2014-06-01;,赵文军
赵旭,上海对外经贸大学;,3100.0,1.0,上海对外经贸大学;,F;,1, 李浩;,经济与管理;,1,2013-12-01;,赵旭
赵旭,南京财经大学;,3201.0,1.0,南京财经大学;,F;F;F;,1,,经济与管理;经济与管理;,1,2007-12-01;2006-12-01;,赵旭
赵进文,东北财经大学;,2102.0,1.0,东北财经大学;,F;F;F;F;F;F;F;F;F;C;F;F;F;,2, 苏明政; 邢天才; 邢天才; 熊磊; 范继涛; 闵捷; 闵捷; 高辉; 邵国莉;,经济与管理;经济与管理;经济与管理;经济与管理;经济与管理;经济与管理;经济与管理;经济与管理;,1,2013-04-01;2010-12-01;2007-08-01;2005-12-01;2005-02-01;2004-10-01;2004-07-01;2001-12-01;,赵进文
赵进文,南开大学;,1200.0,1.0,南开大学;,F;,1, 高辉;,经济与管理;,1,2004-06-01;,赵进文
逄锦聚,中国特色社会主义经济建设协同创新中心;,1100.0,1.0,中国特色社会主义经济建设协同创新中心;,D;F;F;,2,,经济与管理;经济与管理;,1,2017-11-01;2016-10-01;,逄锦聚
逄锦聚,南开大学;,1200.0,1.0,南开大学;,F;F;F;F;,1,,经济与管理;经济与管理;经济与管理;经济与管理;,1,2005-02-01;2004-02-01;2002-02-01;2001-10-01;,逄锦聚
邓伟,北京大学;,1100.0,1.0,北京大学;,F;,1,,经济与管理;,1,2009-10-01;,邓伟
邓伟,华中科技大学;,4201.0,1.0,华中科技大学;,F;F;,1, 唐齐鸣;,经济与管理;,1,2013-01-01;,邓伟
邓伟,南京财经大学;,3201.0,1.0,南京财经大学;,F;F;F;,1, 叶林祥;,经济与管理;,1,2012-06-01;,邓伟
邵帅,,3100.0,2.0,复旦大学;上海财经大学;;,F;X;X;F;F;F;F;F;F;F;X;,2, 吕长江; 李欣; 曹建华; 杨莉莉; 杨莉莉; 黄涛; 杨莉莉; 张曦; 赵兴荣;,经济与管理;经济与管理;经济与管理;经济与管理;经济与管理;,1,2015-05-01;2016-09-01;2013-02-01;2011-12-01;2017-03-01;,邵帅
邵帅,哈尔滨工业大学;,2301.0,1.0,哈尔滨工业大学;,F;F;F;,1, 齐中英;,经济与管理;,1,2008-04-01;,邵帅
邵挺,国务院;,1100.0,1.0,国务院;,F;F;F;,1, 王瑞民; 王微; 崔凡; 范英; 许庆;,经济与管理;经济与管理;,1,2017-02-01;2011-04-01;,邵挺
邵挺,复旦大学;,3100.0,1.0,复旦大学;,F;,1, 袁志刚;,经济与管理;,1,2010-06-01;,邵挺
邹薇,武汉大学;,4201.0,1.0,武汉大学;,F;,1, 钱雪松;,经济与管理;,1,2005-05-01;,邹薇
邹薇,湘潭大学;,4303.0,1.0,湘潭大学;,F;F;,1, 陈云;,经济与管理;,1,2007-06-01;,邹薇
郑挺国,厦门大学;,3502.0,1.0,厦门大学;,F;F;F;F;F;F;F;,1, 王霞; 王霞; 苏娜; 刘金全; 王霞;,经济与管理;经济与管理;经济与管理;经济与管理;,1,2013-06-01;2012-03-01;2010-03-01;2010-10-01;,郑挺国
郑挺国,吉林大学;,2201.0,1.0,吉林大学;,F;F;,1, 刘金全;,经济与管理;,1,2008-01-01;,郑挺国
郭克莎,中国社会科学院;,1100.0,1.0,中国社会科学院;,F;,1,,经济与管理;,1,2002-11-01;,郭克莎
郭克莎,华侨大学;,3505.0,1.0,华侨大学;,F;F;F;F;,1, 杨阔;,经济与管理;经济与管理;经济与管理;,1,2017-02-01;2017-10-01;2016-09-01;,郭克莎
郭凯明,,4401.0,2.0,暨南大学;中山大学;;,F;C;F;F;F;C;F;F;,2, 颜色; 颜色; 余靖雯; 龚六堂; 杭静; 颜色; 颜色;,经济与管理;经济与管理;经济与管理;经济与管理;经济与管理;,1,2016-06-01;2015-07-01;2016-04-01;2017-03-01;2017-04-01;,郭凯明
郭凯明,北京大学;,1100.0,1.0,北京大学;,F;F;C;,2, 张全升; 龚六堂; 颜色;,经济与管理;经济与管理;,1,2011-12-01;2011-07-01;,郭凯明
郭峰,北京大学;,1100.0,1.0,北京大学;,D;F;,2,,经济与管理;,1,2016-06-01;,郭峰
郭峰,,3100.0,2.0,上海财经大学;上海新金融研究院;;,D;X;G;F;,4, 石庆玲; 李欣;;,经济与管理;经济与管理;经济与管理;,1,2017-07-01;2017-07-01;2015-04-01;,郭峰
郭广珍,复旦大学;,3100.0,1.0,复旦大学;,F;,1, 张军;,经济与管理;,1,2014-02-01;,郭广珍
郭广珍,辽宁大学;,2101.0,1.0,辽宁大学;,F;F;,1, 张玉兰; 胡可嘉;,经济与管理;,1,2017-03-01;,郭广珍
郭强,天津财经大学;,1200.0,1.0,天津财经大学;,F;F;F;F;F;F;F;F;F;F;,1, 张明; 邓黎桥; 殷无弦; 董昀; 谭小芬; 董昀; 李向前; 李向前; 付志刚;,经济与管理;经济与管理;经济与管理;经济与管理;经济与管理;,1,2017-06-01;2014-10-01;2013-12-01;2012-08-01;2015-02-01;,郭强
郭强,中国社会科学院;,1100.0,1.0,中国社会科学院;,F;F;F;,1, 谭小芬; 李向前;,经济与管理;,1,2011-08-01;,郭强
郭玉清,中国人民大学;,1100.0,1.0,中国人民大学;,F;F;,1,,经济与管理;,1,2006-06-01;,郭玉清
郭玉清,南开大学;,1200.0,1.0,南开大学;,F;D;F;F;,2, 孙希芳; 何杨; 何杨; 李龙;,经济与管理;经济与管理;经济与管理;,1,2017-06-01;2016-03-01;2011-08-01;,郭玉清
钟昌标,云南财经大学;,5301.0,1.0,云南财经大学;,F;F;F;F;,1, 黄远浙; 刘伟; 黄远浙; 刘伟;,经济与管理;经济与管理;,1,2014-12-01;2013-12-01;,钟昌标
钟昌标,宁波大学;,3302.0,1.0,宁波大学;,F;F;F;,1,,经济与管理;经济与管理;,1,2010-01-01;2007-09-01;,钟昌标
钟春平,招商银行;,4403.0,1.0,招商银行;,F;,1, 徐长生;,经济与管理;,1,2005-07-01;,钟春平
钟春平,中国社会科学院;,1100.0,1.0,中国社会科学院;,F;,1, 田敏;,经济与管理;,1,2015-05-01;,钟春平
钟春平,华中科技大学;,4201.0,1.0,华中科技大学;,F;F;F;F;F;F;,1, 陈静; 孙焕民; 徐长生; 徐长生;,经济与管理;经济与管理;经济与管理;,1,2012-12-01;2006-08-01;2011-01-01;,钟春平
钱先航,山东大学;,3701.0,1.0,山东大学;,D;F;D;C;F;D;F;,3, 曹廷求; 曹廷求; 曹春方; 王可; 徐业坤;,经济与管理;经济与管理;经济与管理;经济与管理;,1,2017-02-01;2015-07-01;2017-12-01;2014-07-01;,钱先航
钱先航,南开大学;,1200.0,1.0,南开大学;,F;,1, 曹廷求; 李维安;,经济与管理;,1,2011-12-01;,钱先航
闫国庆,浙江万里学院;,3302.0,1.0,浙江万里学院;,F;,1, 孙琪; 仲鸿生; 赵娜; 荆娴;,经济与管理;,1,2009-05-01;,闫国庆
闫国庆,辽宁大学;,2101.0,1.0,辽宁大学;,F;,1,,经济与管理;,1,2002-05-01;,闫国庆
陆磊,中国人民银行;,1100.0,1.0,中国人民银行;,F;,1,,经济与管理;,1,2001-04-01;,陆磊
陆磊,中山大学;,4401.0,1.0,中山大学;,F;,1,,经济与管理;,1,2005-08-01;,陆磊
陆磊,西南财经大学;,5101.0,1.0,西南财经大学;,F;,1, 李世宏;,经济与管理;,1,2004-10-01;,陆磊
陆立军,浙江师范大学;,3307.0,1.0,浙江师范大学;,F;F;,1, 杨海军;,经济与管理;,1,2007-04-01;,陆立军
陆立军,浙江省软科学研究所;,3301.0,1.0,浙江省软科学研究所;,F;,1,,经济与管理;,1,2002-02-01;,陆立军
陆蓉,中山大学;,4401.0,1.0,中山大学;,F;F;,1, 徐龙炳; 徐龙炳;,经济与管理;经济与管理;,1,2004-03-01;2004-01-01;,陆蓉
陆蓉,上海财经大学;,3100.0,1.0,上海财经大学;,F;O;F;F;,2, 邓鸣茂; 何婧; 崔晓蕾; 陈百助; 徐龙炳; 谢新厚;,经济与管理;经济与管理;经济与管理;,1,2017-11-01;2017-11-01;2007-06-01;,陆蓉
陈仕华,东北财经大学;,2102.0,1.0,东北财经大学;,F;F;F;D;,2, 卢昌崇; 李维安; 姜广省; 李维安; 王春林;,经济与管理;经济与管理;经济与管理;,1,2017-05-01;2016-06-01;2014-10-01;,陈仕华
陈仕华,天津财经大学;,1200.0,1.0,天津财经大学;,F;F;,1, 卢昌崇; 姜广省; 王雅茹;,经济与管理;,1,2015-09-01;,陈仕华
陈健,中国社会科学院;,1100.0,1.0,中国社会科学院;,F;,1,,经济与管理;,1,2007-11-01;,陈健
陈健,东南大学;,3201.0,1.0,东南大学;,F;F;,1, 徐康宁;,经济与管理;,1,2009-04-01;,陈健
陈健,山东大学;,3701.0,1.0,山东大学;,F;D;,2, 黄少安;,经济与管理;,1,2013-09-01;,陈健
陈冬华,南京大学;,3201.0,1.0,南京大学;,F;F;F;B;D;F;F;F;F;D;,3, 相加凤; 范从来; 沈永建; 胡晓莉; 梁上坤; 新夫; 陈富生; 沈永建; 尤海峰; 范从来; 沈永建; 周亚虹; 章铁生; 李翔;,经济与管理;经济与管理;经济与管理;经济与管理;经济与管理;经济与管理;,1,2017-05-01;2015-05-01;2013-09-01;2011-12-01;2010-07-01;2008-03-01;,陈冬华
陈冬华,上海财经大学;,3100.0,1.0,上海财经大学;,F;,1, 陈信元; 万华林;,经济与管理;,1,2005-02-01;,陈冬华
陈利平,武汉大学;,4201.0,1.0,武汉大学;,F;F;,1,,经济与管理;经济与管理;,1,2001-03-01;2003-04-01;,陈利平
陈利平,上海财经大学;,3100.0,1.0,上海财经大学;,F;F;,1,,经济与管理;,1,2007-07-01;,陈利平
陈叶烽,北京师范大学;,1100.0,1.0,北京师范大学;,F;,1, 叶航; 汪丁丁;,经济与管理;,1,2012-02-01;,陈叶烽
陈叶烽,浙江大学;,3301.0,1.0,浙江大学;,F;C;,2, 周业安; 宋紫峰;,经济与管理;经济与管理;,1,2011-06-01;2009-12-01;,陈叶烽
陈平,中山大学;,4401.0,1.0,中山大学;,F;,1, 王曦;,经济与管理;,1,2002-06-01;,陈平
陈平,北京大学;,1100.0,1.0,北京大学;,F;F;F;,1,,经济与管理;经济与管理;,1,2006-10-01;2002-01-01;,陈平
陈强,山东大学;,3701.0,1.0,山东大学;,F;K;K;F;X;,3, 乔兆纲; 孙丰凯; 徐艳娴;,经济与管理;经济与管理;经济与管理;经济与管理;,1,2011-07-01;2015-07-01;2014-10-01;2017-08-01;,陈强
陈强,福建省福州大学;,3501.0,1.0,福建省福州大学;,F;F;F;,1, 叶阿忠;,经济与管理;,1,2009-04-01;,陈强
陈志俊,武汉大学;,4201.0,1.0,武汉大学;,F;,1, 邱敬渊;,经济与管理;,1,2003-10-01;,陈志俊
陈志俊,浙江大学;,3301.0,1.0,浙江大学;,G;,1, 张昕竹;,经济与管理;,1,2004-10-01;,陈志俊
陈昆亭,云南财经大学;,5301.0,1.0,云南财经大学;,F;,1, 周炎;,经济与管理;,1,2017-07-01;,陈昆亭
陈昆亭,宁波大学;,3302.0,1.0,宁波大学;,F;F;F;,1, 周炎; 龚六堂; 李浩; 熊爱民; 柯建飞;,经济与管理;经济与管理;,1,2012-01-01;2011-11-01;,陈昆亭
陈昆亭,山东大学;,3701.0,1.0,山东大学;,F;F;F;,1, 周炎; 龚六堂;,经济与管理;经济与管理;,1,2008-02-01;2004-07-01;,陈昆亭
陈昆亭,浙江工业大学;,3301.0,1.0,浙江工业大学;,F;F;,1, 周炎; 黄晶; 周炎; 虞晓芬;,经济与管理;经济与管理;,1,2015-06-01;2014-12-01;,陈昆亭
陈浪南,中山大学;,4401.0,1.0,中山大学;,F;F;F;F;F;F;F;F;,1, 刘宏伟; 洪如明; 黄洵; 田磊; 陈云;,经济与管理;经济与管理;经济与管理;经济与管理;经济与管理;经济与管理;,1,2009-03-01;2007-04-01;2007-11-01;2004-05-01;2014-10-01;2008-10-01;,陈浪南
陈浪南,中国立信风险管理研究院;,1100.0,1.0,中国立信风险管理研究院;,F;F;F;,1, 孙坚强; 林伟斌; 欧阳永卫;,经济与管理;经济与管理;,1,2010-04-01;2007-10-01;,陈浪南
陈浪南,厦门大学;,3502.0,1.0,厦门大学;,F;,1, 黄杰鲲;,经济与管理;,1,2002-05-01;,陈浪南
陈灯塔,厦门大学;,3502.0,1.0,厦门大学;,F;F;,1, 周颖刚;,经济与管理;,1,2006-01-01;,陈灯塔
陈灯塔,北京大学;,1100.0,1.0,北京大学;,F;,1, 洪永淼;,经济与管理;,1,2003-10-01;,陈灯塔
陈琳,南开大学;,1200.0,1.0,南开大学;,F;,1, 翟崇碧;,经济与管理;,1,2010-04-01;,陈琳
陈琳,复旦大学;,3100.0,1.0,复旦大学;,F;,1,,经济与管理;,1,2015-10-01;,陈琳
陈良文,北京大学;,1100.0,1.0,北京大学;,F;,1, 杨开忠;,经济与管理;,1,2007-10-01;,陈良文
陈良文,天津新技术产业园区科技局;,1200.0,1.0,天津新技术产业园区科技局;,F;F;F;,1, 杨开忠; 沈体雁; 王伟;,经济与管理;,1,2008-10-01;,陈良文
陈霄,广西师范大学;,4503.0,1.0,广西师范大学;,F;F;,1, 丁晓裕; 王贝芬;,经济与管理;,1,2013-11-01;,陈霄
陈霄,暨南大学;,4401.0,1.0,暨南大学;,F;F;C;,2, 叶德珠;,经济与管理;,1,2016-04-01;,陈霄
陈飞,东北财经大学;,2102.0,1.0,东北财经大学;,F;F;F;F;F;,1, 翟伟娟; 卢建词; 范庆泉; 高铁梅;,经济与管理;经济与管理;经济与管理;,1,2015-10-01;2014-02-01;2010-11-01;,陈飞
陈飞,吉林大学;,2201.0,1.0,吉林大学;,F;,1, 赵昕东; 高铁梅;,经济与管理;,1,2002-10-01;,陈飞
陶江,南开大学;,1200.0,1.0,南开大学;,F;,1,,经济与管理;,1,2003-10-01;,陶江
陶江,湖南大学;,4301.0,1.0,湖南大学;,F;,1, 胡荣尚;,经济与管理;,1,2012-05-01;,陶江
雷鸣,南京财经大学;,3201.0,1.0,南京财经大学;,F;F;F;,1, 王军; 叶五一;,经济与管理;,1,2013-04-01;,雷鸣
雷鸣,南开大学;,1200.0,1.0,南开大学;,F;,1,,经济与管理;,1,2007-04-01;,雷鸣
靳卫东,山东财经大学;,3701.0,1.0,山东财经大学;,F;R;,2, 王鹏帆; 毛中根;,经济与管理;,1,2017-04-01;,靳卫东
靳卫东,南京大学;,3201.0,1.0,南京大学;,F;F;,1,,经济与管理;,1,2007-02-01;,靳卫东
靳卫萍,南开大学;,1200.0,1.0,南开大学;,F;,1,,经济与管理;,1,2002-10-01;,靳卫萍
靳卫萍,清华大学;,1100.0,1.0,清华大学;,F;,1, 熊柴;,经济与管理;,1,2012-10-01;,靳卫萍
鞠晓生,中国人民大学;,1100.0,1.0,中国人民大学;,F;F;,1, 卢荻; 虞义华;,经济与管理;,1,2013-01-01;,鞠晓生
鞠晓生,国防科学技术大学;,4301.0,1.0,国防科学技术大学;,F;E;F;F;F;,2, 黄朝峰; 卢荻; 黄朝峰; 管瑞龙;,经济与管理;经济与管理;,1,2016-03-01;2015-01-01;,鞠晓生
韩胜飞,华南理工大学;,4401.0,1.0,华南理工大学;,F;,1,,经济与管理;,1,2007-07-01;,韩胜飞
韩胜飞,南开大学;,1200.0,1.0,南开大学;,F;,1, 戴金平;,经济与管理;,1,2006-04-01;,韩胜飞
顾标,上海大学;,3100.0,1.0,上海大学;,F;,1, 周纪恩;,经济与管理;,1,2009-10-01;,顾标
顾标,北京大学;,1100.0,1.0,北京大学;,F;,1, 周纪恩;,经济与管理;,1,2007-10-01;,顾标
马亚明,中国滨海金融协同创新中心;,3209.0,1.0,中国滨海金融协同创新中心;,F;F;,1, 刘翠;,经济与管理;,1,2014-12-01;,马亚明
马亚明,南开大学;,1200.0,1.0,南开大学;,F;,1, 张岩贵;,经济与管理;,1,2003-08-01;,马亚明
马明,南开大学;,1200.0,1.0,南开大学;,F;,1,,经济与管理;,1,2004-10-01;,马明
马明,国务院;,1100.0,1.0,国务院;,F;,1, 向桢;,经济与管理;,1,2002-04-01;,马明
马涛,复旦大学;,3100.0,1.0,复旦大学;,F;,1,,经济与管理;,1,2002-06-01;,马涛
马涛,中国社会科学院;,1100.0,1.0,中国社会科学院;,F;F;F;,1, 刘仕国;,经济与管理;,1,2010-08-01;,马涛
马草原,南开大学;,1200.0,1.0,南开大学;,F;F;F;,1, 李运达;,经济与管理;,1,2010-08-01;,马草原
马草原,西安交通大学;,6101.0,1.0,西安交通大学;,F;F;F;X;F;,2, 马文涛; 李成; 李成; 周亚雄;,经济与管理;经济与管理;经济与管理;,1,2017-11-01;2013-07-01;2015-04-01;,马草原
马骏,中国人民银行;,1100.0,1.0,中国人民银行;,F;F;,1,,经济与管理;,1,2015-05-01;,马骏
马骏,中山大学;,4401.0,1.0,中山大学;,F;D;F;,2, 侯一麟;,经济与管理;经济与管理;经济与管理;,1,2004-10-01;2003-01-01;2003-06-01;,马骏
高保中,南开大学;,1200.0,1.0,南开大学;,F;,1,,经济与管理;,1,2004-08-01;,高保中
高保中,河南大学;,4102.0,1.0,河南大学;,F;,1, 赵学增;,经济与管理;,1,2015-12-01;,高保中
高凌云,中国社会科学院;,1100.0,1.0,中国社会科学院;,F;F;F;F;F;F;,1, 毛日昇; 王洛林;,经济与管理;经济与管理;,1,2011-01-01;2010-01-01;,高凌云
高凌云,云南民族大学;,5301.0,1.0,云南民族大学;,F;,1, 王洛林; 苏庆义;,经济与管理;,1,2012-05-01;,高凌云
高峰,南开大学;,1200.0,1.0,南开大学;,F;F;F;,1, 张仁德; 陈瑞华;,经济与管理;经济与管理;经济与管理;,1,2005-10-01;2004-10-01;2001-12-01;,高峰
高峰,清华大学;,1100.0,1.0,清华大学;,F;,1, 宋逢明;,经济与管理;,1,2003-03-01;,高峰
高梦滔,,1100.0,2.0,北京师范大学;北京大学;;,F;C;,2, 姚洋; 姚洋;,经济与管理;经济与管理;,1,2005-12-01;2004-07-01;,高梦滔
高梦滔,云南民族大学;,5301.0,1.0,云南民族大学;,F;F;,1, 姚洋;,经济与管理;,1,2006-12-01;,高梦滔
高阳,云南财经大学;,5301.0,1.0,云南财经大学;,F;,1, 田友春;,经济与管理;,1,2017-02-01;,高阳
高阳,南开大学;,1200.0,1.0,南开大学;,F;,1,,经济与管理;,1,2015-02-01;,高阳
魏巍贤,厦门大学;,3502.0,1.0,厦门大学;,F;,1,,经济与管理;,1,2006-04-01;,魏巍贤
魏巍贤,对外经济贸易大学;,1100.0,1.0,对外经济贸易大学;,F;F;,1, 林伯强;,经济与管理;,1,2007-12-01;,魏巍贤
黄勋敬,南京大学;,3201.0,1.0,南京大学;,F;F;F;,1, 赵曙明; 程秋虎; 赵曙明; 赵曙明;,经济与管理;经济与管理;经济与管理;,1,2013-07-01;2012-09-01;2010-03-01;,黄勋敬
黄勋敬,,4401.0,2.0,华南师范大学;中山大学;;,F;F;F;,1, 胡晔;;,经济与管理;经济与管理;,1,2007-01-01;2009-05-01;,黄勋敬
黄志刚,,1100.0,2.0,北京大学;中央财经大学;;,F;F;F;F;F;F;F;F;F;F;F;F;F;F;,1,; 许伟;,经济与管理;经济与管理;经济与管理;经济与管理;经济与管理;,1,2009-06-01;2017-05-01;2011-03-01;2012-04-01;2010-07-01;,黄志刚
黄志刚,福州大学;,3501.0,1.0,福州大学;,F;F;,1, 陈晓杰;,经济与管理;,1,2010-05-01;,黄志刚
黄枫,上海财经大学;,3100.0,1.0,上海财经大学;,F;F;R;F;F;C;,3, 孙世龙; 吴纯杰; 吴纯杰; 傅伟;,经济与管理;经济与管理;经济与管理;经济与管理;,1,2015-07-01;2012-12-01;2013-01-01;2017-02-01;,黄枫
黄枫,西南财经大学;,5101.0,1.0,西南财经大学;,F;F;,1, 甘犁; 吴纯杰;,经济与管理;经济与管理;,1,2010-06-01;2009-12-01;,黄枫
黄荣哲,广西财经学院;,4501.0,1.0,广西财经学院;,F;F;F;,1, 农丽娜;,经济与管理;,1,2013-05-01;,黄荣哲
黄荣哲,暨南大学;,4401.0,1.0,暨南大学;,F;F;,1, 何问陶; 农丽娜;,经济与管理;,1,2008-12-01;,黄荣哲
黄飞鸣,厦门大学;,3502.0,1.0,厦门大学;,F;F;,1,,经济与管理;,1,2009-12-01;,黄飞鸣
黄飞鸣,江西财经大学;,3601.0,1.0,江西财经大学;,F;F;,1,,经济与管理;,1,2010-10-01;,黄飞鸣
黎峰,南开大学;,1200.0,1.0,南开大学;,F;F;F;,1,,经济与管理;,1,2015-08-01;,黎峰
黎峰,江苏省社会科学院;,3201.0,1.0,江苏省社会科学院;,F;,1,,经济与管理;,1,2017-09-01;,黎峰
黎德福,南开大学;,1200.0,1.0,南开大学;,F;,1, 黄玖立;,经济与管理;,1,2006-02-01;,黎德福
黎德福,同济大学;,3100.0,1.0,同济大学;,F;F;F;F;,1, 唐雪梅; 陈宗胜; 黄玖立;,经济与管理;经济与管理;经济与管理;,1,2013-04-01;2006-10-01;2007-08-01;,黎德福
龚关,上海财经大学;,3100.0,1.0,上海财经大学;,F;F;,1, 胡关亮;,经济与管理;,1,2013-04-01;,龚关
龚关,南开大学;,1200.0,1.0,南开大学;,F;F;,1,,经济与管理;,1,2007-12-01;,龚关
龚刚,云南财经大学;,5301.0,1.0,云南财经大学;,F;F;,1, 徐文舸; 杨光; 高阳;,经济与管理;经济与管理;,1,2016-06-01;2013-11-01;,龚刚
龚刚,南开大学;,1200.0,1.0,南开大学;,F;F;F;F;F;F;F;,1, 高坚; 李炳念; 高坚; 何学中;,经济与管理;经济与管理;经济与管理;经济与管理;,1,2012-09-01;2008-06-01;2008-10-01;2007-10-01;,龚刚
龚刚,清华大学;,1100.0,1.0,清华大学;,F;F;F;F;F;,1, 林毅夫; Willi Semmler; 陈琳;,经济与管理;经济与管理;经济与管理;经济与管理;,1,2007-04-01;2004-07-01;2003-04-01;2007-04-01;,龚刚
龚强,中南财经政法大学;,4201.0,1.0,中南财经政法大学;,F;,1, 雷丽衡; 袁燕;,经济与管理;,1,2015-08-01;,龚强
龚强,北京大学;,1100.0,1.0,北京大学;,F;F;F;F;F;F;F;F;F;,1, 徐朝阳; 张懿;,经济与管理;经济与管理;经济与管理;经济与管理;经济与管理;,1,2008-02-01;2011-01-01;2009-07-01;2010-02-01;2009-02-01;,龚强
龚强,西南财经大学;,5101.0,1.0,西南财经大学;,F;F;F;F;F;F;F;F;F;,1, 张一林; 林毅夫; 张一林; 余建宇; 李涵; 张彤; 王俊; 贾珅; 成酩; 陈丰;,经济与管理;经济与管理;经济与管理;经济与管理;经济与管理;经济与管理;,1,2014-04-01;2013-03-01;2012-06-01;2011-07-01;2014-02-01;2012-12-01;,龚强
龚锋,武汉大学;,4201.0,1.0,武汉大学;,C;F;C;,2, 李智; 雷欣; 余锦亮;,经济与管理;经济与管理;,1,2017-03-01;2015-08-01;,龚锋
龚锋,东莞理工学院;,4419.0,1.0,东莞理工学院;,F;,1, 曾爱玲;,经济与管理;,1,2016-01-01;,龚锋
